MCL1,ADORA2B,,KNTC1,,,,RAD52,DTYMK,CD2,,FZD4,AQP3,PPIF,,MEF2C,,,LAP3,CADM2,,,DUSP6,,,SSR1,DNMT1,UBE2E1,,POSTN,MMP14,MAOA,IDH3B,NDUFB1,EGLN3,,ISCU,ABCB1,CDON,,NARF,MASP2,AHCY,CH25H,,ACVR2A,SCG5,PPBP,DLK2,
VEGFA,HS3ST1,,HOOK3,,,,ADCY6,BARD1,MMP2,,DRAM2,KCNK15,FKBP5,,NOS1,,,GBP4,ALOX15B,,,FN1,,,EDEM1,DONSON,RPS3,,SPP1,GP1BA,DHPS,MDH1,COX4I1,GOT1,,TGFA,BSG,SYNJ2,,FBXO7,FGG,GABARAPL1,ABCA5,,NLRP3,PGS1,GABRA3,WNT16,
MAP2K3,NR3C1,,SUN2,,,,ARL6IP1,CDC45,VDAC2,,MGST3,TGIF2,AMFR,,CNN3,,,CD74,CX3CL1,,,APOBEC3G,,,HSPA9,EED,SNRPG,,NID2,LCK,SLC6A12,ECI2,COX7C,G6PD,,MDM2,RXRB,MAP1B,,HEBP1,C8A,CD81,SOAT2,,TLR1,NPY5R,FGF9,SLC6A14,
CDKN1A,GPC4,,MID1IP1,,,,DGUOK,ODC1,PLAT,,ATP1B3,FOXC1,CHPT1,,IGFBP7,,,PSMA3,DMP1,,,FCN1,,,SEC11A,GINS1,PHB2,,MMP3,RHOG,HSD11B1,SDHD,UQCRFS1,PPIA,,PHLDA3,HLA-F,DYRK1A,,HBD,CAPN2,ABCB1,TFCP2L1,,TLR3,TSN,TSPAN1,ITGB1BP2,
TANK,CA12,,DLG1,,,,POLL,XPO1,APP,,RETN,ELF3,ELOVL5,,CACNA1H,,,IFI30,CDSN,,,GZMK,,,PSAT1,GINS4,SSB,,VIM,CD55,SLC35B1,ACSL5,ATP6V1F,PSMC4,,CDKN2B,CREG1,NEK7,,NUDT4,RGN,ANXA4,,,IL10,TNNI3,ADAM8,SLC12A3,
IFIT2,HEXA,,FLNA,,,,SMAD5,SFPQ,BRCA1,,STOM,REEP1,SOX3,,CACNG1,,,IRF2,MYL12B,,,CASP10,,,NFKBIB,MCM7,EIF4H,,LOXL1,RAF1,LPIN2,HSDL2,COX7A2,GCLC,,ZMAT3,APOM,SPOP,,FBXO9,C8B,GATA1,,,IL18RAP,PCSK1N,SLPI,CPB1,
IL18,BGN,,ARHGAP10,,,,MPG,TMPO,PSEN1,,ESYT1,PEX11A,SLC24A3,,MB,,,IL15,RAC2,,,LRP1,,,GSK3B,MELK,SRSF3,,FBLN5,ATP2A2,CYP2S1,CD1D,NDUFS6,DEPDC1,,EI24,TGFBRAP1,GRK5,,RAD23A,F2RL2,F2RL2,,,STAB1,GPR182,PRKG2,MAGIX,
TUBB2A,PGM2,,CDC42BPA,,,,DUT,PML,BMF,,GHITM,PODXL,KCNK5,,SCHIP1,,,CMTR1,FBN1,,,CTSD,,,ACTR2,MMS22L,CCT4,,COL12A1,EMP3,RAP1GAP,GCDH,NDUFA7,PRPS1,,SESN1,NAT1,CDK13,,CROCCP2,DUSP14,S100A1,,,MBL2,RAD17,TMEM158,ARHGDIG,
IRF1,PIM1,,ARHGEF12,,,,POLA1,CTCF,EREG,,DNAJC15,BAG1,RPS6KA2,,MEF2D,,,SLC25A28,DSC1,,,WAS,,,TBK1,NAA38,SNRPD3,,ELN,ITGA5,RBP4,PDHB,NDUFV2,GOT2,,PIDD1,CYB5R1,SFMBT1,,TMCC2,CTSK,SOCS2,,,CD1D,TLE4,PRDM1,CALML5,
FOS,PRDX5,,NIN,,,,AGO4,SLC38A1,KRT18,,VEGFB,CELSR1,ALDH3B1,,SMTN,,,TRAFD1,CD34,,,BRPF3,,,ACTR3,RAD51AP1,PSMD1,,COMP,CXCL8,GCKR,PPARA,OXA1L,QSOX1,,AEN,CLCN2,KCNMA1,,GATA1,GDA,TNFRSF4,,,GCNT1,ACE,GALNT3,MTHFR,
OLR1,NAGK,,PCM1,,,,RALA,TRA2B,TGFB2,,COQ3,MPPED2,CLIC3,,HSPB2,,,BATF2,ICAM4,,,MT3,,,SLA,UBE2T,GOT2,,SPOCK1,PVR,MTHFD1,NCAPH2,NDUFC1,SDC1,,RRAD,AGO2,SYNE1,,RBM38,CRIP2,CTLA4,,,IL13,SIRT1,WNT7A,ABCB11,
RHOB,CDKN1B,,RALBP1,,,,ZWINT,MYBL2,WEE1,,NABP1,CLDN7,NXT1,,SGCA,,,OGFR,MSN,,,PRSS36,,,DAPP1,WDR90,PABPC4,,IL32,CCL22,ADH7,CA6,UQCR11,PLOD1,,FBXW7,PPP1R2,CELF2,,RNF123,MST1,IKZF2,,,GPR65,HTR5A,ETV1,MYOT,
AREG,BRS3,,EZR,,,,BCAM,TROAP,RARA,,CYP4B1,MYOF,MICB,,BDKRB2,,,IFIT1,MAPK11,,,GZMB,,,ACACA,BUB1B,CCT5,,QSOX1,CCR7,DHRS1,HCCS,ATP6V1G1,NT5E,,PLK3,EPCAM,MTA1,,MINPP1,MSRB2,TNFRSF18,,,IL12A,CLVS1,CLEC4A,KLK7,
NINJ1,TKTL1,,SSH2,,,,TK2,CUL3,PEA15,,PPM1B,RBBP8,ASS1,,COX7A1,,,OAS2,CRB3,,,RNF4,,,TFRC,TRIP13,PRPS2,,EDIL3,AQP9,VNN1,DLST,NDUFA8,MET,,TRIAP1,NPTXR,EFEMP1,,TNS1,APOA1,ADAM19,,,CD3E,CNIH2,TSPAN7,THNSL2,
ZBTB10,MT1E,,CDK1,,,,CSTF3,MAPK14,DNAJC3,,ARAF,OLFML3,GPER1,,COL4A2,,,MX2,ITGA2,,,ZEB1,,,PLOD2,E2F8,ACP1,,CALD1,C3AR1,CNDP2,AOC3,OPA1,CYB5A,,APAF1,EIF2S3,PHF3,,CTSE,TF,BATF3,,,CD3D,GRM8,ITGBL1,GP2,
KLF4,ATP7A,,RAB3GAP1,,,,GTF2H5,AMD1,CASP2,,COL4A1,GFRA1,LLGL2,,PLXNB2,,,OAS3,ITGA10,,,CASP5,,,CORO1A,MSH2,PRPF31,,MAGEE1,OPRK1,FETUB,UROD,SLC25A11,ALDH9A1,,PDGFA,GRINA,SCAF8,,DMTN,PEF1,PHTF2,,,CD28,STRBP,CDADC1,CD207,
CXCL11,MT2A,,FARP1,,,,HPRT1,CBX1,CTH,,IMMT,SVIL,AGR2,,CTF1,,,XAF1,BAIAP2,,,CPQ,,,SERPINH1,ATAD2,CCT2,,FBLN1,ITGB8,CROT,CPT1A,MTX2,TPST1,,RALGDS,POLG2,PIAS3,,XPO7,GNG12,CD79B,,,CRTAM,ADCYAP1,KIF5C,CCR8,
SAT1,SDC3,,SYNPO,,,,BOLA2,CHMP1A,PLCB2,,DHRS7,DEPTOR,DNAJC12,,KCNH2,,,IRF8,ARHGEF6,,,ATOX1,,,NUPR1,TIPIN,EIF4G2,,SGCB,PTAFR,GAD1,SUCLG2,COX7A2L,ARPP19,,SERPINB5,HYAL2,MRPS31,,MKRN1,C8G,ST3GAL4,,,IFNG,ALOX15,TRIB2,CPA2,
CSF1,PKP1,,RHOF,,,,GPX4,DKC1,HMGB2,,COL15A1,CYP26B1,TSPAN13,,AGRN,,,IL10RA,PDZD3,,,PIK3CA,,,PSMG1,TK1,SRM,,ECM1,OSM,AKR1C2,CPOX,TIMM17A,MDH1,,DGKA,MGAT1,MAGI2,,TFDP2,APOC2,PENK,,,CD3G,MEP1B,SDCCAG8,SLC38A3,
GPR183,ANXA2,,ECT2,,,,MPC2,YTHDC1,TGFBR3,,NMT1,PAPSS2,PKP3,,MYO1C,,,PLA2G4A,ADAM9,,,TMPRSS6,,,PSPH,CDCA8,UBA2,,FSTL3,TNFSF15,TKFC,CBR3,ATP6V1E1,PKM,,IP6K2,NKX2-5,ANXA4,,HBB,RAPGEF3,CST7,,,CD4,GFI1,CFHR2,KCNQ2,
PMEPA1,PGAM2,,EPB41,,,,CDA,CCNT1,TXNIP,,COQ5,SLC1A1,SERPINA3,,SIRT2,,,NLRC5,PCDH1,,,CPM,,,EGLN3,NCAPD2,PSMA7,,DAB2,ADGRE1,SSR3,NTHL1,NDUFA3,PFKFB1,,KLK8,PPAT,DDAH1,,MOSPD1,CPN1,WLS,,,HLA-DRA,ELOVL3,ALDH1A2,ITIH3,
PTPRE,DDIT3,,RAPGEF6,,,,ALYREF,ATRX,ANKH,,LAMA4,DLC1,GJB3,,SGCD,,,IDO1,SLIT2,,,RCE1,,,HSPE1,RANBP1,COX5A,,EMP3,ACVR2A,GABARAPL1,AADAT,SLC25A6,PGAM1,,PRKAB1,HTR7,KALRN,,SLC25A37,WDR1,TLR7,,,HLA-DMB,IL12RB2,NR0B2,MSH5,
TLR2,PRKCA,,KIF22,,,,MRPL40,LIG3,CYLD,,AGPAT3,JAK2,PRLR,,VIPR1,,,PSMB10,KRT31,,,CALM1,,,SLC7A11,CCNE1,PCBP1,,BASP1,BDKRB1,TMBIM6,HSPH1,ETFA,PYGB,,RCHY1,KLHDC3,TGFBR2,,SLC30A1,SH2B2,IKZF4,,,CD247,DMRT1,AMMECR1,TEX15,
ACKR3,SLC37A4,,PCGF5,,,,NPR2,NUP50,GSTM1,,BAZ2A,AFF1,SERPINA5,,FGF2,,,ITGB7,SGCE,,,DOCK9,,,PSMC2,CDCA3,HNRNPA1,,ITGA5,HRH1,CES1,ACSL4,TIMM9,PMM2,,RPS27L,PRPF3,PTGFR,,EPOR,MMP7,IL13,,,IL2,CFTR,APOD,CLPS,
KLF10,CXCR4,,STAU1,,,,REV3L,SLC7A5,GSR,,IDH3A,KLK10,IMPA2,,FKBP1B,,,SAMHD1,PIK3CB,,,USP14,,,PRDX1,ASF1B,EIF3J,,MGP,PTGIR,TMEM176B,ACSS1,TIMM8B,B4GALT7,,RAB40C,DNAJB1,ARHGEF9,,TNRC6B,CPB2,NFKBIZ,,,SRGN,IP6K1,TOR1AIP2,ENTPD7,
MARCKS,EFNA3,,ARHGDIA,,,,EDF1,RBL1,BCL2L1,,LIFR,P2RY2,EMP2,,TEAD4,,,FCGR1A,NLGN2,,,GP1BA,,,GOT1,TIMELESS,LSM2,,SDC1,CALCRL,GSTT2,METAP1,TIMM13,FBP2,,TP63,PSMC3,SCN8A,,ACSL6,S100A13,CTSZ,,,ZAP70,,ADGRA2,CLSTN3,
LAMB3,CP,,AURKA,,,,TMED2,RAD54L,GNA15,,PREB,BLVRB,DLG5,,CASQ1,,,HLA-DMA,YWHAH,,,KIF2A,,,PSMD14,HELLS,VBP1,,PCOLCE,CSF3,SPINT2,ACSM3,ABCB7,CHPF,,ABHD4,SIGMAR1,KIT,,GAPVD1,DCT,ITGAE,,,CCR5,,LAPTM5,CYP11B2,
CEBPB,KLF7,,FBXO5,,,,STX3,EFNA5,MGMT,,PTGER3,CISH,PCP4,,KLF5,,,VCAM1,PARVA,,,GNB4,,,PSMA4,PRKDC,PSMA6,,GREM1,GPR132,ALDH3A1,D2HGDH,NDUFB2,B3GAT3,,TRAF4,PARP2,APBB2,,SLC30A10,APOC3,MAPKAPK2,,,HLA-DOA,,CD37,CLDN16,
TRIP10,CHST3,,NUSAP1,,,,RAE1,PRPF4B,PPT1,,GPHN,GLA,NAB2,,PDLIM7,,,CD274,ADAMTS5,,,LCK,,,PPA1,RAN,CNBP,,COL5A3,NLRP3,ABHD6,ADSL,HADHA,CHST12,,CTSF,DLG4,PIK3CD,,HBZ,P2RY1,FLT3LG,,,GLMN,,ZNF639,HNF1A,
F2RL1,TPD52,,PXN,,,,UMPS,UCK2,F2,,SSPN,ADD3,LSR,,TAGLN,,,CIITA,AMH,,,PREP,,,DHFR,USP1,TARDBP,,HTRA1,PTGER2,XDH,SUCLA2,ATP6V1C1,HS2ST1,,TAX1BP3,CHRNA5,DBP,,ACKR1,S100A1,LCLAT1,,,HLA-E,,LY96,OXT,
KLF9,LXN,,BCAR1,,,,EIF1B,ARID4A,IFITM3,,DLD,PDLIM3,CACNA2D2,,RIT1,,,SELP,ICAM2,,,MSRB1,,,UCHL5,SPAG5,HNRNPA2B1,,SNTB1,GABBR1,CYP4F2,SDHA,MAOB,MPI,,PVT1,NPTX2,SLC22A18,,PSMD9,,CYFIP1,,,TLR6,,FLT4,KCND1,
LDLR,B4GALNT2,,CD2AP,,,,AK3,UPF1,RNASEL,,ITIH5,KRT8,CA2,,MEF2A,,,GPR18,CDH15,,,LTA4H,,,IGFBP5,KIF18B,RPL6,,LRRC15,CD82,CYFIP2,XIST,NDUFB4,GNPDA1,,ZFP36L1,PLCL1,,,PDZK1IP1,,NCS1,,,CD79A,,SPON1,NRIP2,
TGIF1,PPARGC1A,,AKAP13,,,,NUDT21,DR1,EMP1,,CD302,SLC37A1,ASCL1,,ANKRD2,,,FPR1,SHC1,,,ZFPM2,,,CYB5B,GINS3,PTGES3,,ACTA2,NMUR1,PINK1,OSTC,PDHX,AKR1A1,,WRAP73,TYRO3,,,MOCOS,,DCPS,,,ELANE,,PLEK2,RGS11,
RNF19B,BCL2,,HDAC6,,,,RBX1,MNAT1,DNM1L,,ATL2,CALCR,ACOX2,,AKT2,,,SERPING1,MPZL2,,,SIRT6,,,SHMT2,SLBP,PSMA1,,EFEMP2,TLR1,ESR1,GLUL,MFN2,B3GAT1,,RAP2B,COL2A1,,,FTCD,,AMACR,,,SPI1,,IGF2,CPEB3,
DRAM1,GCNT2,,CEP131,,,,SRSF6,SMC2,ANXA1,,LPCAT3,ESRP2,PERP,,LAMA2,,,RNF213,WNK4,,,APOC1,,,TXNRD1,CHEK2,FAM120A,,MATN2,LPAR1,PMM1,CYP4A22,COX11,CHPF2,,HEXIM1,HSPA13,,,ADD2,,FAM126B,,,STAT4,,SNAP25,TG,
B4GALT1,HAS1,,LLGL1,,,,GMPR2,RBM14,MADD,,TKT,IGF1R,UGDH,,IFRD1,,,PELI1,NFASC,,,PRKCD,,,G6PD,SPC25,PPM1G,,PCOLCE2,IRAK2,TDO2,AQP7,PMPCA,CHST6,,NOL8,GGH,,,BMP2K,,PTH1R,,,CD7,,TLR8,PTPRJ,
DNAJB4,KLHL24,,ATG4B,,,,DCTN4,ORC6,PPP2R5B,,UQCRC1,NBL1,KLK11,,NCAM1,,,CFB,PIK3R3,,,ITGAM,,,RAB1A,DCTPP1,SERBP1,,SERPINE2,P2RX7,FABP1,PRDX6,ATP6V0B,PGLS,,DEF6,NTRK3,,,HAGH,,CAPN3,,,HLA-DOB,,TMEM100,NUDT11,
CSF2,SCARB1,,PCNT,,,,COX17,CDK4,ERBB3,,CAT,SFN,PLAC1,,SYNGR2,,,CD86,SIRPA,,,DGKH,,,PNO1,DEK,CSTF2,,ABI3BP,SLC11A2,ACP2,ERP29,SLC25A5,CHST1,,SP1,FGF18,,,KDM7A,,SYT11,,,CD8A,,GADD45G,FSHB,
PDE4B,SLC25A1,,ALMS1,,,,CMPK2,POLE,PDCD4,,OMD,OPN3,DCXR,,PICK1,,,HLA-DQA1,GRB7,,,KCNIP2,,,CACYBP,CENPM,RPL22,,FUCA1,FFAR2,ABCD2,GAD2,COX15,ALG1,,CEBPA,EIF5,,,OPTN,,TTC39B,,,IL11,,CBX8,TFF2,
SNN,SDC2,,KPTN,,,,,HOXC10,BCL2L2,,DLAT,ABHD2,HOMER2,,COL6A3,,,SPPL2A,FLNC,,,PCLO,,,ATP6V1D,RAD51C,HNRNPA3,,SLIT3,PROK2,DDC,PTPRG,SLC25A4,GFPT1,,KIF13B,PRKACA,,,CTNS,,GPR65,,,EIF3A,,PTBP2,SSTR4,
PLEK,CASP6,,DST,,,,,RPS6KA5,FEZ1,,MRPL15,AR,GAL,,DMPK,,,FGL2,PARD6G,,,DOCK10,,,ITGB2,CBX5,NCBP1,,LAMA1,TACR1,ACOX3,IL4I1,SLC25A20,SLC35A3,,OSGIN1,STARD3,,,NFE2L1,,CKAP4,,,SIT1,,NAP1L2,COPZ2,
STAT5A,VHL,,KIFAP3,,,,,CUL4A,ERBB2,,RIOK3,SLC39A6,IGSF1,,MYH11,,,SECTM1,COL9A1,,,SH2B3,,,TOMM40,POLD2,RPLP0,,COL8A2,CYBB,SAR1B,TP53INP2,MTRR,ME2,,ANKRA2,MARK2,,,PIGQ,,CCR4,,,HDAC9,,ANO1,PDCD1,
DENND5A,FOXO3,,PPP4R2,,,,,SLC7A1,DNAJA1,,RTN3,SYT12,S100A9,,IGF1,,,CD40,NRXN2,,,RABIF,,,PPIA,DSCC1,ABCE1,,FBN2,SCARF1,ADH5,PDHA1,CYB5R3,SPAG4,,VWA5A,PTPRD,,,KLF3,,HOPX,,,CARTPT,,IL1RL2,SLC16A7,
CCND1,PDGFB,,ARHGAP29,,,,,FOXN3,DAP3,,CHUK,MED24,SLC29A1,,FST,,,HLA-DRB1,SLC30A3,,,HPCAL4,,,UFM1,DEPDC1,EIF1AX,,IGFBP2,CCL17,CRP,RAP1GDS1,TOMM22,EXT2,,HINT1,MAPK8IP2,,,TMEM9B,,GPR83,,,TRAT1,,ATG10,KCNE2,
DDX58,B3GALT6,,RASAL2,,,,,HMGA1,DPYD,,G3BP2,BCL11B,KIF20A,,PVALB,,,GBP6,BMP1,,,CD46,,,CCNG1,DCK,YWHAQ,,PFN2,TLR3,ABCC2,CEL,ACAT1,SLC25A13,,VDR,ONECUT1,,,EZH1,,ITGA6,,,APBB1,,PEG3,MFSD6,
SPHK1,SLC2A5,,CCNB2,,,,,SS18,NEFH,,SDHC,KRT13,DNAJC1,,PTP4A3,,,LCP2,ICAM5,,,PRDM4,,,PSMC6,TCF19,VDAC1,,CXCL8,BEST1,NPC1,BLVRA,MRPS11,ECD,,WWP1,WIZ,,,ATG4A,,DRC1,,,RPS19,,BTC,KLHDC8A,
CD80,SRPX,,PIF1,,,,,TRAIP,PAK1,,SAMM50,KRT15,TPSAB1,,ITGB1,,,HLA-G,VWF,,,C9,,,RRM2,RAD1,SNRPD2,,GLIPR1,SCN1B,BPHL,SERINC1,ATP6V0C,GNE,,TCN2,,,,MFHAS1,,GLIPR2,,,KRT1,,PTPRR,IL5,
TNFAIP8,GLRX,,RASA2,,,,,PRMT5,FDXR,,ARL4A,SLC7A2,FGFR3,,ACHE,,,RIPK1,CD209,,,PPP2CB,,,PSMC4,NBN,HDDC2,,ANPEP,HPN,ENTPD5,,TIMM10,B4GALT2,,CDKN2AIP,,,,RNF19A,,SMPDL3A,,,CCR2,,MMD,NPHS1,
CCNL1,PAM,,NEDD9,,,,,CUL5,ETF1,,SNCG,LAD1,GALE,,CHRNG,,,KLRK1,DHX16,,,FYN,,,PSME3,UBR7,PSMD3,,P3H1,SEMA4D,PYCR1,,MRPL11,FUT8,,ZNF365,,,,ADIPOR1,,SERPINB6,,,IL16,,PDCD1LG2,CCDC106,
FUT4,TGFBI,,SMC1A,,,,,DDX39A,CCNA1,,COQ9,TUBB2B,BATF,,PKIA,,,UPP1,ACTG2,,,PRCP,,,CFP,TUBB,RRM1,,VEGFC,CD48,CSAD,,FXN,MIOX,,MAPKAPK3,,,,DCUN1D1,,TNFSF11,,,ITGAL,,HOXD11,PAX3,
CCRL2,DCN,,ACTN4,,,,,PBK,GUCY2D,,APLP2,TBC1D30,MAPK13,,ATP6AP1,,,PSMB2,NEGR1,,,USP8,,,POLR3G,SMC6,SF3A1,,PLOD1,CXCR6,VTN,,MRPS12,NANP,,SERTAD3,,,,ALDH1L1,,LRRC8C,,,KLRD1,,ANXA10,VPREB1,
SPSB1,SIAH2,,PKD2,,,,,ORC5,,,PTCD3,SEC14L2,MEST,,ACSL1,,,EIF4E3,ADAM23,,,RHOG,,,PSMD12,PA2G4,LSM7,,MATN3,SLC1A2,ETFDH,,COX10,TGFA,,IRAK1,,,,DCAF10,,SH3BGRL2,,,ITK,,MTMR10,TSHB,
TSC22D1,PLAC8,,CLIP2,,,,,HNRNPD,,,PHLDB1,ENDOD1,JAK1,,COL1A1,,,VAMP8,PLCG1,,,L3MBTL4,,,CANX,NAP1L1,ERH,,CALU,RGS16,HRG,,RHOT1,PHKA2,,ABCC5,,,,YPEL5,,SNX9,,,NCR1,,LAT2,CACNA1F,
B4GALT5,FBP1,,CDC42,,,,,HIRA,,,ENPP2,HR,CYP4F11,,MRAS,,,ZBP1,CERCAM,,,CD55,,,RPN1,IPO7,RPL14,,PRRX1,SLAMF1,TYR,,ACADSB,LCT,,CD81,,,,SEC14L1,,PLEC,,,MAP4K1,,RELN,AKR1B10,
SIK1,TPST2,,NDC80,,,,,HIF1A,,,HSPB8,RHOD,CPE,,PDE4DIP,,,BANK1,NRTN,,,GNB2,,,HSPA4,BRMS1L,PSMB3,,FMOD,AHR,CBR1,,LDHB,POLR3K,,RPL36,,,,SIDT2,,ICOS,,,CCL19,,KCNN4,P2RX6,
CLCF1,PHKG1,,TLK1,,,,,SYNCRIP,,,AIFM1,INPP5F,XRCC3,,AGL,,,TOR1B,IKBKG,,,DYRK2,,,BCAT1,CTPS1,GLO1,,SFRP1,NPFFR2,SLC12A4,,MRPS30,LHX9,,STEAP3,,,,FOXJ2,,ENPP1,,,RPL39,,TMEM176A,PAX4,
NFE2L2,MYH9,,TAOK2,,,,,TLE3,,,PPP1R15B,PPIF,CXCL14,,GABARAPL2,,,RBCK1,DSC3,,,PLA2G7,,,PSMB5,RAD50,CLNS1A,,PLOD3,KCNJ2,SLC46A3,,ATP1B1,SOX9,,PITPNC1,,,,VEZF1,,IL1RL1,,,CD8B,,IL33,GPR3,
FOSB,CDKN1C,,TBCD,,,,,NCL,,,MDH2,DHRS3,SCUBE2,,CAV3,,,MVP,ACTB,,,S100A12,,,PSMD13,CSE1L,TRIM28,,APLP1,IL10,PTGDS,,BDH2,IDUA,,TPRKB,,,,HBBP1,,AHNAK,,,ELF4,,MAFB,GRID2,
PER1,GRHPR,,CAPZB,,,,,RAD23B,,,COX7B,GAB2,TRIM29,,LPIN1,,,BPGM,TUBG1,,,PHEX,,,COPS5,PAICS,RSL1D1,,FBLN2,KCNA3,MPP2,,SLC25A12,GLCE,,RRP8,,,,CDR2,,PRKCH,,,LY86,,LCP1,TCL1A,
NFAT5,PCK1,,DOCK2,,,,,E2F2,,,MYLK,UNC119,UNC13B,,CDH13,,,AUTS2,PPP2R2C,,,GNGT2,,,NUP205,LUC7L3,HNRNPC,,MSX1,HAS2,PTGR1,,TIMM50,DSC2,,GM2A,,,,SLC25A38,,TNFRSF8,,,FCGR2B,,USP12,PLAG1,
ATP2B1,INHA,,CTTN,,,,,EGF,,,COX8A,FKBP5,LAMC2,,NQO1,,,PSMA2,HRAS,,,MMP12,,,PHGDH,PPM1D,SLC25A3,,FERMT2,VIP,EPHA2,,MRPL34,HS6ST2,,RPS12,,,,FBXO34,,GALM,,,PRKCG,,USH1C,IRS4,
IL12B,HSPA5,,SMC4,,,,,HMGN2,,,DHRS7B,AMFR,SLC2A8,,PRNP,,,NOD1,MMP9,,,KCNIP3,,,GMPS,PMS2,MRPL9,,SNAI2,CD70,GART,,ISCA1,GMPPB,,EPS8L2,,,,BACH1,,POU2F1,,,RPS9,,BTBD3,EPHA5,
IL6ST,NDST2,,ARFGEF1,,,,,SRSF10,,,MGLL,NADSYN1,PLXNB1,,DAPK2,,,CFH,TNFRSF11B,,,FDX1,,,EEF1E1,ASF1A,POLE3,,TPM4,RGS1,PGD,,MRPL35,PAXIP1,,TM4SF1,,,,TRIM58,,EOMES,,,MTIF2,,DNMBP,SOX10,
SLC16A6,NEDD4L,,TUBA4A,,,,,SNRPD1,,,RREB1,INHBB,PRKAR2B,,LSP1,,,TAPBP,PKD1,,,MMP8,,,SDF2L1,EXOSC8,AIMP2,,PMP22,SLC31A1,ABCC3,,MRPS15,SLC16A3,,BLCAP,,,,LMO2,,PTRH2,,,CD96,,EPHB2,SPHK2,
ABCA1,TPBG,,LMNB1,,,,,CASP8AP2,,,CMBL,CALB2,HSPA4L,,SLC6A8,,,NUP93,CDK8,,,FCER1G,,,FKBP2,MLH1,MRPS18B,,COPA,KCNMB2,SMOX,,TCIRG1,SRD5A3,,TCHH,,,,PICALM,,RHOH,,,CSK,,FBXO4,CAPN9,
HES1,XPNPEP1,,ABI1,,,,,SMARCC1,,,UBC,CHPT1,TFPI2,,EIF4A2,,,MTHFD2,AMIGO1,,,RBSN,,,RDH11,NUP107,HSP90AB1,,MFAP5,MXD1,TTPA,,ISCU,GYS2,,HDAC3,,,,GDE1,,SNX14,,,CCL11,,CBR4,TCF7L1,
BCL6,SLC6A6,,ROCK1,,,,,SLC12A2,,,PRDX3,MYBBP1A,SERPINA1,,SH2B1,,,IRF4,CD276,,,CTSV,,,MLLT11,ORC2,RPL34,,PTHLH,AXL,HES6,,NQO2,LHPP,,CCNK,,,,SLC6A9,,IRF6,,,IGSF6,,GPRC5B,SMPX,
IRS2,MAP3K1,,CEP192,,,,,TNPO2,,,DBT,ELOVL5,TNNC1,,MYBPC3,,,HLA-B,GAMT,,,GCA,,,GCLC,PSIP1,SRPK1,,SFRP4,MEFV,MAN1A1,,NDUFC2,B3GNT3,,RHBDF2,,,,SYNJ1,,MAP6,,,CXCR3,,MALL,PNMT,
SLC2A3,LDHC,,BUB1,,,,,HSPA8,,,NDUFS3,DYNLT3,HMGCS2,,SORBS3,,,LATS2,NLGN3,,,PRSS3,,,TCEA1,SNRPB,DHX15,,LGALS1,CCL24,ITIH4,,MRPS22,HOMER1,,NUDT15,,,,FN3K,,SPRED2,,,NCF4,,STRN,NR6A1,
CEBPD,AKAP12,,GEMIN4,,,,,G3BP1,,,NKIRAS1,ABLIM1,ALDH3A2,,PC,,,IRF5,SKAP2,,,CSRP1,,,HSPD1,PRDX4,RPS5,,RGS4,PDPN,PROS1,,ATP6V0E1,NOL3,,FGF13,,,,ABCG2,,CDCP1,,,UBE2D1,,ST6GAL1,ADRA2C,
IL23A,TES,,PLEKHG2,,,,,PTTG3P,,,RAB34,SOX3,IDH2,,GNAO1,,,SLAMF7,RRAS,,,SERPINC1,,,SYTL2,PHF5A,CCT7,,NT5E,MET,TPST1,,MPC1,CLDN3,,RXRA,,,,DAAM1,,COCH,,,DEGS1,,PIGR,HTR1B,
SMAD3,KIF5A,,RICTOR,,,,,DMD,,,CIDEA,SLC24A3,SORD,,CFD,,,ISOC1,CAP1,,,ANG,,,MCM4,TBRG4,HDGF,,DPYSL3,SLC31A2,LEAP2,,AFG3L2,CLN6,,CLCA2,,,,AGPAT4,,HUWE1,,,IKBKB,,F13A1,FGF16,
TAP1,LALBA,,BCL2L11,,,,,MEIS1,,,UQCRQ,RAB17,MDK,,RB1,,,P2RY14,EXOC4,,,APOBEC3F,,,UNG,SHMT1,RPS6,,PPIB,SGMS2,NFS1,,HTRA2,TXN,,CGRRF1,,,,CCDC28A,,COL6A1,,,SOCS5,,ADGRL4,TENM2,
MSC,COL5A1,,DYNC1H1,,,,,HNRNPU,,,PEX14,MAST4,RABEP1,,PTGIS,,,NCOA3,TIAL1,,,USP16,,,RPA1,PRPS1,SNRPB2,,PDLIM4,MARCO,PGRMC1,,MTRF1,CAPN5,,CSRNP2,,,,ACP5,,RNH1,,,TAP2,,ZNF277,CDKAL1,
IFIH1,GPC1,,FSCN1,,,,,SRSF2,,,COX6A1,KCNK5,SNX10,,MAPRE3,,,HLA-A,LDLRAP1,,,LIPA,,,PITPNB,DIAPH3,TUFM,,CTHRC1,ROS1,CYP17A1,,GLUD1,PKP2,,GPX2,,,,SLC10A3,,PRAF2,,,EIF4G3,,EPB41L3,RIBC2,
IL15RA,HDLBP,,ARHGEF7,,,,,NUP98,,,DNAJB9,ELF1,METTL3,,OCEL1,,,GZMA,VAV2,,,DGKG,,,SRD5A1,NUP153,ILF2,,ECM2,ATP2C1,ARPP19,,ALDH6A1,ABCB6,,KRT17,,,,CIR1,,TWSG1,,,FGR,,PLVAP,NGB,
